frame_id,object_id,class_id,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,feet_x,feet_y,team_id,has_possession,ball_x,ball_y,ball_interpolated,vx_px,vy_px,speed_px_f,speed_km_h
347,40,2,0.8728,792.0,384.9,800.8,409.3,796.4,409.3,0,0,,,,1.7,0.6,1.803,16.22
347,37,2,0.8727,651.6,428.0,663.5,458.6,657.5,458.6,0,0,,,,0.8,0.3,0.854,7.69
347,34,2,0.8715,273.5,467.2,289.2,508.4,281.3,508.4,1,0,,,,-1.2,0.7,1.389,12.5
347,39,2,0.8615,916.1,394.7,927.0,422.3,921.6,422.3,0,0,,,,2.9,0.3,2.915,26.24
347,42,2,0.849,471.6,378.0,479.9,402.3,475.8,402.3,1,0,,,,0.0,0.6,0.6,5.4
347,49,1,0.8488,117.8,373.9,130.1,397.6,123.9,397.6,-1,1,,,,-2.5,-1.2,2.773,24.96
347,44,2,0.8471,658.7,383.2,670.4,406.9,664.5,406.9,1,0,,,,1.4,1.9,2.36,21.24
347,54,2,0.8412,676.0,367.3,683.1,384.2,679.5,384.2,1,0,,,,2.1,-0.6,2.184,19.66
347,59,2,0.829,626.6,358.9,638.4,375.6,632.5,375.6,0,0,,,,-0.1,0.0,0.1,0.9
347,45,2,0.8221,330.8,367.9,339.9,388.8,335.3,388.8,1,0,,,,-1.4,-0.3,1.432,12.89
347,35,2,0.8216,803.9,361.6,811.0,381.0,807.4,381.0,-1,0,,,,1.9,0.3,1.924,17.31
347,46,2,0.8148,516.4,373.4,524.8,392.4,520.6,392.4,1,0,,,,0.2,0.2,0.283,2.55
347,50,2,0.7888,651.2,359.6,658.5,377.5,654.9,377.5,-1,0,,,,1.3,0.5,1.393,12.54
347,48,2,0.7875,484.6,347.1,493.0,367.0,488.8,367.0,1,0,,,,0.7,0.1,0.707,6.36
347,60,2,0.7852,649.0,599.5,671.1,660.5,660.1,660.5,1,0,,,,0.9,1.6,1.836,16.52
347,41,2,0.7408,254.6,396.6,263.6,418.6,259.1,418.6,1,0,,,,1.6,-0.1,1.603,14.43
347,43,2,0.7075,555.3,395.5,564.1,417.1,559.7,417.1,1,0,,,,0.9,-0.3,0.949,8.54
348,30,3,0.9191,1152.5,511.1,1179.3,563.3,1165.9,563.3,-1,0,,,,4.4,1.7,4.717,42.45
348,29,2,0.9144,612.0,396.9,627.9,422.8,619.9,422.8,0,0,,,,-0.7,-0.3,0.762,6.85
348,31,2,0.892,661.2,460.2,675.1,498.4,668.2,498.4,1,0,,,,3.0,-0.2,3.007,27.06
348,38,2,0.8828,714.2,375.1,728.6,394.7,721.4,394.7,0,0,,,,0.9,2.8,2.941,26.47
348,39,2,0.8815,918.1,395.2,930.3,423.1,924.2,423.1,0,0,,,,2.6,0.8,2.72,24.48
348,37,2,0.8774,652.5,428.9,664.8,460.0,658.7,460.0,0,0,,,,1.2,1.4,1.844,16.6
348,36,2,0.8761,699.3,397.1,709.8,419.0,704.6,419.0,0,0,,,,-0.4,-0.5,0.64,5.76
348,34,2,0.8752,272.2,467.8,287.6,508.9,279.9,508.9,1,0,,,,-1.4,0.5,1.487,13.38
348,40,2,0.8736,793.8,385.4,803.0,410.0,798.4,410.0,0,0,,,,2.0,0.7,2.119,19.07
348,33,2,0.8725,860.9,374.3,870.0,395.7,865.4,395.7,0,0,,,,2.2,0.1,2.202,19.82
348,32,2,0.8698,937.4,423.8,951.3,454.8,944.4,454.8,0,0,,,,3.2,0.0,3.2,28.8
348,49,1,0.8661,115.3,374.0,127.9,399.4,121.6,399.4,-1,1,,,,-2.3,1.8,2.921,26.29
348,54,2,0.8654,678.1,367.5,685.0,385.6,681.6,385.6,-1,0,,,,2.1,1.4,2.524,22.71
348,42,2,0.8573,472.0,378.1,480.4,402.7,476.2,402.7,1,0,,,,0.4,0.4,0.566,5.09
348,44,2,0.8566,661.8,383.5,672.2,406.8,667.0,406.8,1,0,,,,2.5,-0.1,2.502,22.52
348,45,2,0.8398,329.8,367.8,339.4,388.9,334.6,388.9,1,0,,,,-0.7,0.1,0.707,6.36
348,59,2,0.8315,626.0,359.1,638.2,376.0,632.1,376.0,0,0,,,,-0.4,0.4,0.566,5.09
348,50,2,0.8221,653.0,360.8,660.6,378.4,656.8,378.4,-1,0,,,,1.9,0.9,2.102,18.92
348,35,2,0.8179,805.5,361.5,813.1,381.2,809.3,381.2,0,0,,,,1.9,0.2,1.91,17.19
348,46,2,0.8086,516.3,373.3,524.8,393.2,520.5,393.2,1,0,,,,-0.1,0.8,0.806,7.26
348,60,2,0.804,650.1,600.1,672.7,662.3,661.4,662.3,1,0,,,,1.3,1.8,2.22,19.98
348,41,2,0.8004,247.3,396.0,261.7,419.0,254.5,419.0,1,0,,,,-4.6,0.4,4.617,41.56
348,48,2,0.7941,485.1,346.9,494.1,366.9,489.6,366.9,1,0,,,,0.8,-0.1,0.806,7.26
348,43,2,0.7166,556.1,395.5,565.3,418.0,560.7,418.0,1,0,,,,1.0,0.9,1.345,12.11
349,30,3,0.9135,1157.2,512.2,1186.3,565.8,1171.7,565.8,-1,0,,,,5.8,2.5,6.316,56.84
349,31,2,0.9016,664.2,460.6,677.7,498.8,670.9,498.8,1,0,,,,2.7,0.4,2.729,24.57
349,29,2,0.8946,611.3,396.5,626.5,422.1,618.9,422.1,0,0,,,,-1.0,-0.7,1.221,10.99
349,38,2,0.8923,715.8,375.3,730.0,394.0,722.9,394.0,0,0,,,,1.5,-0.7,1.655,14.9
349,32,2,0.8866,940.2,424.6,954.8,456.2,947.5,456.2,0,0,,,,3.1,1.4,3.401,30.61
349,40,2,0.8776,796.0,385.3,804.9,410.2,800.5,410.2,0,0,,,,2.1,0.2,2.11,18.99
349,39,2,0.8759,921.2,395.4,933.1,423.3,927.2,423.3,0,0,,,,3.0,0.2,3.007,27.06
349,33,2,0.869,863.4,374.2,872.6,395.9,868.0,395.9,0,0,,,,2.6,0.2,2.608,23.47
349,36,2,0.8667,699.6,397.1,708.6,420.8,704.1,420.8,0,0,,,,-0.5,1.8,1.868,16.81
349,34,2,0.8618,270.9,468.8,286.3,511.3,278.6,511.3,1,0,,,,-1.3,2.4,2.729,24.57
349,43,2,0.8616,556.5,395.4,566.3,418.6,561.4,418.6,1,0,,,,0.7,0.6,0.922,8.3
349,37,2,0.8596,653.6,430.2,666.2,460.7,659.9,460.7,0,0,,,,1.2,0.7,1.389,12.5
349,60,2,0.858,651.1,600.7,674.1,664.2,662.6,664.2,1,0,,,,1.2,1.9,2.247,20.22
349,50,2,0.8528,655.6,361.3,662.9,379.5,659.3,379.5,-1,0,,,,2.5,1.1,2.731,24.58
349,45,2,0.8523,328.9,367.4,337.8,388.9,333.3,388.9,1,0,,,,-1.3,0.0,1.3,11.7
349,42,2,0.848,472.1,378.7,480.5,403.2,476.3,403.2,1,0,,,,0.1,0.5,0.51,4.59
349,54,2,0.8479,680.1,367.5,687.0,383.4,683.5,383.4,-1,0,,,,1.9,-2.2,2.907,26.16
349,44,2,0.8432,664.5,383.5,674.5,407.6,669.5,407.6,1,0,,,,2.5,0.8,2.625,23.62
349,41,2,0.8355,246.3,395.9,260.1,420.1,253.2,420.1,1,0,,,,-1.3,1.1,1.703,15.33
349,46,2,0.8286,516.3,373.8,525.1,393.1,520.7,393.1,1,0,,,,0.2,-0.1,0.224,2.01
349,35,2,0.8252,806.9,361.3,815.6,380.9,811.2,380.9,0,0,,,,1.9,-0.3,1.924,17.31
349,49,1,0.8132,113.2,374.0,125.6,396.3,119.4,396.3,-1,1,,,,-2.2,-3.1,3.801,34.21
349,59,2,0.8099,625.4,359.4,635.9,375.6,630.6,375.6,0,0,,,,-1.5,-0.4,1.552,13.97
349,48,2,0.7736,485.3,347.5,494.1,366.7,489.7,366.7,1,0,,,,0.1,-0.2,0.224,2.01
350,30,3,0.9211,1162.8,513.9,1190.9,567.7,1176.9,567.7,-1,0,,,,5.2,1.9,5.536,49.83
350,31,2,0.8917,666.8,461.4,680.2,500.2,673.5,500.2,1,0,,,,2.6,1.4,2.953,26.58
350,39,2,0.8887,924.8,395.7,936.2,423.8,930.5,423.8,0,0,,,,3.3,0.5,3.338,30.04
350,36,2,0.8881,699.1,396.5,710.1,420.9,704.6,420.9,0,0,,,,0.5,0.1,0.51,4.59
350,37,2,0.8815,653.8,430.8,667.6,460.8,660.7,460.8,0,0,,,,0.8,0.1,0.806,7.26
350,44,2,0.8802,667.9,383.8,677.2,408.5,672.6,408.5,1,0,,,,3.1,0.9,3.228,29.05
350,29,2,0.8794,610.5,395.7,624.5,421.3,617.5,421.3,0,0,,,,-1.4,-0.8,1.612,14.51
350,60,2,0.8786,652.6,602.3,676.3,666.1,664.4,666.1,1,0,,,,1.8,1.9,2.617,23.56
350,34,2,0.8767,269.8,469.8,286.4,513.7,278.1,513.7,1,0,,,,-0.5,2.4,2.452,22.06
350,32,2,0.8754,944.1,425.5,958.2,457.0,951.1,457.0,0,0,,,,3.6,0.8,3.688,33.19
350,40,2,0.8751,798.7,385.5,807.7,410.5,803.2,410.5,0,0,,,,2.7,0.3,2.717,24.45
350,35,2,0.8633,807.9,361.4,817.8,381.2,812.8,381.2,0,0,,,,1.6,0.3,1.628,14.65
350,38,2,0.8584,716.7,375.2,731.8,392.2,724.2,392.2,0,0,,,,1.3,-1.8,2.22,19.98
350,42,2,0.8524,472.4,378.9,481.3,403.3,476.9,403.3,1,0,,,,0.6,0.1,0.608,5.47
350,33,2,0.8502,866.0,373.8,874.1,396.3,870.1,396.3,0,0,,,,2.1,0.4,2.138,19.24
350,49,1,0.8413,111.1,373.6,121.9,395.0,116.5,395.0,-1,1,,,,-2.9,-1.3,3.178,28.6
350,59,2,0.8314,624.5,359.3,635.2,375.4,629.9,375.4,0,0,,,,-0.7,-0.2,0.728,6.55
350,41,2,0.8302,244.7,395.1,258.2,420.3,251.5,420.3,1,0,,,,-1.7,0.2,1.712,15.41
350,54,2,0.8176,682.4,367.4,689.0,383.5,685.7,383.5,-1,0,,,,2.2,0.1,2.202,19.82
350,43,2,0.8166,557.2,396.7,568.5,419.5,562.8,419.5,1,0,,,,1.4,0.9,1.664,14.98
350,45,2,0.8157,328.0,367.4,336.8,389.3,332.4,389.3,1,0,,,,-0.9,0.4,0.985,8.86
350,50,2,0.8151,656.9,361.5,665.5,380.3,661.2,380.3,1,0,,,,1.9,0.8,2.062,18.55
350,46,2,0.8127,516.5,374.0,527.0,394.7,521.8,394.7,1,0,,,,1.1,1.6,1.942,17.47
350,48,2,0.7759,486.2,348.2,494.0,367.6,490.1,367.6,1,0,,,,0.4,0.9,0.985,8.86
351,30,3,0.9043,1172.6,516.6,1202.0,570.0,1187.3,570.0,-1,0,,,,10.4,2.3,10.651,95.86
351,31,2,0.8935,672.0,463.6,685.5,503.1,678.8,503.1,1,0,,,,5.3,2.9,6.042,54.37
351,36,2,0.8828,699.3,395.7,712.1,419.8,705.7,419.8,0,0,,,,1.1,-1.1,1.556,14.0
351,34,2,0.8796,267.9,471.3,282.0,514.2,274.9,514.2,1,0,,,,-3.2,0.5,3.239,29.15
351,32,2,0.8781,951.9,426.4,965.6,458.6,958.7,458.6,0,0,,,,7.6,1.6,7.767,69.9
351,39,2,0.8775,931.3,396.5,942.9,424.5,937.1,424.5,0,0,,,,6.6,0.7,6.637,59.73
351,44,2,0.868,671.2,384.0,682.8,408.8,677.0,408.8,1,0,,,,4.4,0.3,4.41,39.69
351,37,2,0.8598,655.1,431.1,670.5,462.6,662.8,462.6,0,0,,,,2.1,1.8,2.766,24.89
351,33,2,0.8576,871.0,373.8,879.1,396.7,875.0,396.7,0,0,,,,4.9,0.4,4.916,44.25
351,38,2,0.857,718.8,375.3,734.7,393.3,726.7,393.3,0,0,,,,2.5,1.1,2.731,24.58
351,41,2,0.8525,241.5,394.0,255.4,420.0,248.4,420.0,1,0,,,,-3.1,-0.3,3.114,28.03
351,40,2,0.8511,802.3,386.1,812.7,411.2,807.5,411.2,0,0,,,,4.3,0.7,4.357,39.21
351,29,2,0.8478,609.6,395.8,620.3,422.4,614.9,422.4,0,0,,,,-2.6,1.1,2.823,25.41
351,42,2,0.8434,473.3,378.7,481.9,403.5,477.6,403.5,1,0,,,,0.7,0.2,0.728,6.55
351,45,2,0.8385,325.5,367.5,334.8,389.7,330.1,389.7,1,0,,,,-2.3,0.4,2.335,21.01
351,35,2,0.8376,812.1,361.8,822.4,381.4,817.3,381.4,0,0,,,,4.5,0.2,4.504,40.54
351,43,2,0.8359,559.4,397.0,571.3,419.7,565.4,419.7,1,0,,,,2.6,0.2,2.608,23.47
351,46,2,0.8354,517.1,373.9,527.3,394.4,522.2,394.4,1,0,,,,0.4,-0.3,0.5,4.5
351,60,2,0.8318,655.5,606.6,679.4,670.5,667.5,670.5,1,0,,,,3.1,4.4,5.382,48.44
351,48,2,0.826,487.5,347.1,497.4,366.6,492.4,366.6,1,0,,,,2.3,-1.0,2.508,22.57
351,54,2,0.8206,686.6,367.5,694.1,385.5,690.3,385.5,1,0,,,,4.6,2.0,5.016,45.14
351,59,2,0.8101,624.4,360.0,636.8,376.1,630.6,376.1,0,0,,,,0.7,0.7,0.99,8.91
351,49,1,0.8007,107.0,373.3,117.6,399.3,112.3,399.3,-1,1,,,,-4.2,4.3,6.011,54.1
351,50,2,0.6528,659.9,360.9,670.9,380.3,665.4,380.3,1,0,,,,4.2,0.0,4.2,37.8
352,30,3,0.9243,1179.2,517.6,1208.1,572.2,1193.6,572.2,-1,0,,,,6.3,2.2,6.673,60.06
352,31,2,0.9003,674.8,464.7,688.5,504.5,681.7,504.5,1,0,,,,2.9,1.4,3.22,28.98
352,32,2,0.8942,955.8,426.9,969.6,459.2,962.7,459.2,0,0,,,,4.0,0.6,4.045,36.4
352,39,2,0.89,934.7,396.5,946.1,424.7,940.4,424.7,0,0,,,,3.3,0.2,3.306,29.75
352,36,2,0.8879,698.7,395.7,713.3,419.1,706.0,419.1,0,0,,,,0.3,-0.7,0.762,6.85
352,38,2,0.8738,720.2,375.4,735.7,394.1,728.0,394.1,0,0,,,,1.3,0.8,1.526,13.74
352,37,2,0.87,655.7,431.7,672.2,463.3,664.0,463.3,0,0,,,,1.2,0.7,1.389,12.5
352,44,2,0.8663,673.6,383.9,685.5,408.7,679.5,408.7,1,0,,,,2.5,-0.1,2.502,22.52
352,40,2,0.864,805.0,386.0,814.9,411.4,809.9,411.4,0,0,,,,2.4,0.2,2.408,21.67
352,34,2,0.8636,267.1,472.3,281.3,515.9,274.2,515.9,1,0,,,,-0.7,1.7,1.838,16.55
352,46,2,0.8515,517.3,373.8,527.7,395.0,522.5,395.0,1,0,,,,0.3,0.6,0.671,6.04
352,41,2,0.8494,240.5,394.0,254.1,420.0,247.3,420.0,1,0,,,,-1.1,0.0,1.1,9.9
352,29,2,0.8472,609.1,395.8,621.3,423.0,615.2,423.0,0,0,,,,0.3,0.6,0.671,6.04
352,48,2,0.8354,488.7,347.2,499.2,366.5,494.0,366.5,1,0,,,,1.6,-0.1,1.603,14.43
352,42,2,0.8351,474.0,378.7,482.5,403.3,478.3,403.3,1,0,,,,0.7,-0.2,0.728,6.55
352,50,2,0.8342,662.0,361.0,673.0,380.8,667.5,380.8,1,0,,,,2.1,0.5,2.159,19.43
352,33,2,0.8324,873.8,373.8,881.5,396.9,877.7,396.9,0,0,,,,2.7,0.2,2.707,24.37
352,45,2,0.8317,325.3,367.3,334.0,389.7,329.7,389.7,1,0,,,,-0.4,0.0,0.4,3.6
352,35,2,0.831,814.5,361.7,824.5,381.7,819.5,381.7,0,0,,,,2.2,0.3,2.22,19.98
352,59,2,0.8305,624.8,359.0,637.2,375.9,631.0,375.9,0,0,,,,0.4,-0.2,0.447,4.02
352,60,2,0.8257,656.7,606.8,681.2,672.5,668.9,672.5,1,0,,,,1.4,2.0,2.441,21.97
352,49,1,0.8245,104.8,373.2,116.3,398.6,110.6,398.6,-1,1,,,,-1.7,-0.7,1.838,16.55
352,54,2,0.8162,688.9,367.5,696.7,383.8,692.8,383.8,1,0,,,,2.5,-1.7,3.023,27.21
352,43,2,0.7163,560.7,396.6,573.4,419.5,567.1,419.5,1,0,,,,1.7,-0.2,1.712,15.41
353,30,3,0.8952,1184.0,519.2,1213.9,574.6,1199.0,574.6,-1,0,539.1,392.5,0.0,5.4,2.4,5.909,53.18
353,31,2,0.8908,677.5,466.3,692.9,506.5,685.2,506.5,1,0,539.1,392.5,0.0,3.5,2.0,4.031,36.28
353,60,2,0.8901,658.6,607.8,682.7,673.6,670.7,673.6,1,0,539.1,392.5,0.0,1.8,1.1,2.11,18.99
353,44,2,0.8862,676.3,383.9,688.8,408.8,682.5,408.8,1,0,539.1,392.5,0.0,3.0,0.1,3.002,27.01
353,32,2,0.8852,959.6,427.2,973.4,460.1,966.5,460.1,0,0,539.1,392.5,0.0,3.8,0.9,3.905,35.15
353,40,2,0.8811,807.3,386.2,817.5,411.6,812.4,411.6,0,0,539.1,392.5,0.0,2.5,0.2,2.508,22.57
353,36,2,0.8798,699.7,395.6,713.6,418.3,706.7,418.3,0,0,539.1,392.5,0.0,0.7,-0.8,1.063,9.57
353,39,2,0.8785,938.7,396.8,950.0,425.6,944.4,425.6,0,0,539.1,392.5,0.0,4.0,0.9,4.1,36.9
353,34,2,0.8733,267.0,473.0,281.1,516.4,274.0,516.4,1,0,539.1,392.5,0.0,-0.2,0.5,0.539,4.85
353,41,2,0.8728,240.0,393.2,252.3,420.6,246.2,420.6,1,0,539.1,392.5,0.0,-1.1,0.6,1.253,11.28
353,29,2,0.8673,607.9,395.2,622.3,422.6,615.1,422.6,0,0,539.1,392.5,0.0,-0.1,-0.4,0.412,3.71
353,38,2,0.8657,721.1,375.2,736.9,393.8,729.0,393.8,0,0,539.1,392.5,0.0,1.0,-0.3,1.044,9.4
353,37,2,0.86,656.6,432.2,674.0,464.0,665.3,464.0,0,0,539.1,392.5,0.0,1.3,0.7,1.476,13.29
353,33,2,0.8563,876.4,374.0,884.5,396.7,880.4,396.7,0,0,539.1,392.5,0.0,2.7,-0.2,2.707,24.37
353,59,2,0.8426,625.4,359.3,637.1,375.6,631.2,375.6,0,0,539.1,392.5,0.0,0.2,-0.3,0.361,3.24
353,46,2,0.8323,517.5,373.3,527.8,394.5,522.6,394.5,1,1,539.1,392.5,0.0,0.1,-0.5,0.51,4.59
353,50,2,0.8318,664.6,361.4,675.5,380.0,670.0,380.0,1,0,539.1,392.5,0.0,2.5,-0.8,2.625,23.62
353,45,2,0.8302,325.0,366.9,333.5,389.4,329.2,389.4,1,0,539.1,392.5,0.0,-0.5,-0.3,0.583,5.25
353,43,2,0.8295,562.6,396.3,575.6,420.1,569.1,420.1,1,0,539.1,392.5,0.0,2.0,0.6,2.088,18.79
353,35,2,0.828,816.1,362.6,828.2,381.4,822.1,381.4,0,0,539.1,392.5,0.0,2.6,-0.3,2.617,23.56
353,42,2,0.8207,474.6,378.8,483.7,403.6,479.1,403.6,1,0,539.1,392.5,0.0,0.8,0.3,0.854,7.69
353,48,2,0.8033,489.5,346.4,499.9,366.9,494.7,366.9,1,0,539.1,392.5,0.0,0.7,0.4,0.806,7.26
353,49,1,0.799,103.0,373.0,113.8,399.5,108.4,399.5,-1,0,539.1,392.5,0.0,-2.2,0.9,2.377,21.39
353,54,2,0.7826,691.4,367.1,700.5,383.0,695.9,383.0,1,0,539.1,392.5,0.0,3.1,-0.8,3.202,28.81
353,61,0,0.5562,535.7,389.0,542.5,396.1,539.1,396.1,-1,0,539.1,392.5,0.0,0.0,0.0,0.0,0.0
354,31,2,0.9196,679.7,468.1,697.8,507.4,688.8,507.4,1,0,540.3,391.8,1.0,3.6,0.9,3.711,33.4
354,32,2,0.8992,963.8,428.4,977.8,460.6,970.8,460.6,0,0,540.3,391.8,1.0,4.3,0.5,4.329,38.96
354,30,3,0.8966,1189.8,520.3,1221.5,574.8,1205.6,574.8,-1,0,540.3,391.8,1.0,6.6,0.2,6.603,59.43
354,38,2,0.8964,722.7,375.2,738.5,395.0,730.6,395.0,0,0,540.3,391.8,1.0,1.6,1.2,2.0,18.0
354,41,2,0.8875,239.2,393.1,251.2,421.8,245.2,421.8,1,0,540.3,391.8,1.0,-1.0,1.2,1.562,14.06
354,44,2,0.887,678.9,384.0,691.4,409.0,685.2,409.0,1,0,540.3,391.8,1.0,2.7,0.2,2.707,24.37
354,60,2,0.8808,660.1,609.6,685.2,676.3,672.6,676.3,1,0,540.3,391.8,1.0,1.9,2.7,3.302,29.71
354,29,2,0.877,606.5,394.5,622.9,422.6,614.7,422.6,0,0,540.3,391.8,1.0,-0.4,0.0,0.4,3.6
354,37,2,0.8693,656.5,433.3,674.5,463.7,665.5,463.7,0,0,540.3,391.8,1.0,0.2,-0.3,0.361,3.24
354,39,2,0.8689,942.7,396.6,953.6,426.4,948.1,426.4,0,0,540.3,391.8,1.0,3.7,0.8,3.785,34.07
354,53,3,0.8672,593.7,530.5,612.1,577.6,602.9,577.6,-1,0,540.3,391.8,1.0,1.244,1.322,1.816,1.82
354,40,2,0.8665,809.7,386.5,820.0,412.0,814.8,412.0,0,0,540.3,391.8,1.0,2.4,0.4,2.433,21.9
354,49,1,0.8642,99.9,373.1,112.2,400.1,106.1,400.1,-1,0,540.3,391.8,1.0,-2.3,0.6,2.377,21.39
354,36,2,0.8642,701.5,395.8,713.4,418.6,707.4,418.6,0,0,540.3,391.8,1.0,0.7,0.3,0.762,6.85
354,34,2,0.8587,266.7,473.4,280.8,516.5,273.7,516.5,1,0,540.3,391.8,1.0,-0.3,0.1,0.316,2.85
354,43,2,0.8536,563.5,396.2,577.8,421.5,570.7,421.5,1,0,540.3,391.8,1.0,1.6,1.4,2.126,19.13
354,50,2,0.8534,666.3,361.4,677.9,380.0,672.1,380.0,1,0,540.3,391.8,1.0,2.1,0.0,2.1,18.9
354,33,2,0.853,879.3,373.9,887.5,397.3,883.4,397.3,0,0,540.3,391.8,1.0,3.0,0.6,3.059,27.53
354,35,2,0.8307,818.6,362.3,829.3,382.3,824.0,382.3,0,0,540.3,391.8,1.0,1.9,0.9,2.102,18.92
354,46,2,0.8301,518.1,373.2,527.1,394.3,522.6,394.3,1,1,540.3,391.8,1.0,0.0,-0.2,0.2,1.8
354,54,2,0.8299,694.2,367.6,702.6,383.4,698.4,383.4,1,0,540.3,391.8,1.0,2.5,0.4,2.532,22.79
354,42,2,0.8231,475.0,379.0,484.0,403.9,479.5,403.9,1,0,540.3,391.8,1.0,0.4,0.3,0.5,4.5
354,59,2,0.8195,624.5,359.0,637.2,375.7,630.8,375.7,0,0,540.3,391.8,1.0,-0.4,0.1,0.412,3.71
354,48,2,0.8016,490.1,346.8,501.2,366.4,495.6,366.4,1,0,540.3,391.8,1.0,0.9,-0.5,1.03,9.27
354,45,2,0.7514,324.7,366.8,332.3,387.7,328.5,387.7,1,0,540.3,391.8,1.0,-0.7,-1.7,1.838,16.55
355,31,2,0.9133,681.5,469.1,703.2,509.0,692.4,509.0,1,0,541.4,391.2,1.0,3.6,1.6,3.94,35.46
355,30,3,0.9113,1196.3,521.7,1228.9,576.7,1212.6,576.7,-1,0,541.4,391.2,1.0,7.0,1.9,7.253,65.28
355,38,2,0.8906,724.0,375.4,739.3,394.5,731.6,394.5,0,0,541.4,391.2,1.0,1.0,-0.5,1.118,10.06
355,36,2,0.8853,702.3,395.7,713.5,419.4,707.9,419.4,0,0,541.4,391.2,1.0,0.5,0.8,0.943,8.49
355,32,2,0.8808,968.0,429.4,982.1,461.3,975.1,461.3,0,0,541.4,391.2,1.0,4.3,0.7,4.357,39.21
355,41,2,0.8806,238.1,393.3,250.2,422.5,244.2,422.5,1,0,541.4,391.2,1.0,-1.0,0.7,1.221,10.99
355,29,2,0.8791,605.1,394.7,622.4,421.1,613.7,421.1,0,0,541.4,391.2,1.0,-1.0,-1.5,1.803,16.22
355,37,2,0.8789,657.5,432.8,675.4,463.9,666.5,463.9,0,0,541.4,391.2,1.0,1.0,0.2,1.02,9.18
355,34,2,0.8752,266.4,474.0,281.0,517.5,273.7,517.5,1,0,541.4,391.2,1.0,0.0,1.0,1.0,9.0
355,39,2,0.8707,946.4,397.0,957.5,426.5,952.0,426.5,0,0,541.4,391.2,1.0,3.9,0.1,3.901,35.11
355,44,2,0.8677,682.3,383.9,694.4,408.8,688.3,408.8,1,0,541.4,391.2,1.0,3.1,-0.2,3.106,27.96
355,43,2,0.8665,565.4,396.6,578.5,422.5,571.9,422.5,1,0,541.4,391.2,1.0,1.2,1.0,1.562,14.06
355,49,1,0.8651,97.0,372.8,110.4,399.9,103.7,399.9,-1,0,541.4,391.2,1.0,-2.4,-0.2,2.408,21.67
355,40,2,0.8619,812.3,386.4,822.3,412.1,817.3,412.1,0,0,541.4,391.2,1.0,2.5,0.1,2.502,22.52
355,35,2,0.8542,820.6,362.3,832.3,382.0,826.4,382.0,0,0,541.4,391.2,1.0,2.4,-0.3,2.419,21.77
355,54,2,0.8396,696.3,367.5,705.3,385.9,700.8,385.9,1,0,541.4,391.2,1.0,2.4,2.5,3.466,31.19
355,46,2,0.837,518.3,372.8,527.6,394.0,523.0,394.0,1,1,541.4,391.2,1.0,0.4,-0.3,0.5,4.5
355,60,2,0.834,662.1,611.9,686.2,678.6,674.2,678.6,1,0,541.4,391.2,1.0,1.6,2.3,2.802,25.22
355,33,2,0.834,882.1,373.8,890.6,397.6,886.3,397.6,0,0,541.4,391.2,1.0,2.9,0.3,2.915,26.24
355,59,2,0.8171,625.7,358.9,637.3,375.6,631.5,375.6,0,0,541.4,391.2,1.0,0.7,-0.1,0.707,6.36
355,42,2,0.8028,475.2,378.9,484.2,404.3,479.7,404.3,1,0,541.4,391.2,1.0,0.2,0.4,0.447,4.02
355,48,2,0.7982,491.5,346.9,502.3,366.1,496.9,366.1,1,0,541.4,391.2,1.0,1.3,-0.3,1.334,12.01
355,45,2,0.7835,324.2,366.7,332.1,388.3,328.2,388.3,1,0,541.4,391.2,1.0,-0.3,0.6,0.671,6.04
355,53,3,0.7596,594.6,532.1,613.7,581.5,604.1,581.5,-1,0,541.4,391.2,1.0,1.2,3.9,4.08,36.72
355,50,2,0.7414,669.0,361.3,680.8,380.6,674.9,380.6,1,0,541.4,391.2,1.0,2.8,0.6,2.864,25.77
356,31,2,0.9133,685.9,470.6,710.2,511.0,698.0,511.0,1,0,542.5,390.6,1.0,5.6,2.0,5.946,53.52
356,30,3,0.9103,1209.8,524.3,1241.3,578.2,1225.5,578.2,-1,0,542.5,390.6,1.0,12.9,1.5,12.987,116.88
356,34,2,0.8809,266.2,475.3,280.6,518.9,273.4,518.9,1,0,542.5,390.6,1.0,-0.3,1.4,1.432,12.89
356,36,2,0.8789,704.3,395.7,714.4,419.8,709.4,419.8,0,0,542.5,390.6,1.0,1.5,0.4,1.552,13.97
356,37,2,0.8776,659.8,433.9,675.9,464.8,667.9,464.8,0,0,542.5,390.6,1.0,1.4,0.9,1.664,14.98
356,39,2,0.8684,954.9,397.8,966.2,427.3,960.6,427.3,0,0,542.5,390.6,1.0,8.6,0.8,8.637,77.73
356,29,2,0.8669,607.0,395.1,618.7,422.2,612.8,422.2,0,0,542.5,390.6,1.0,-0.9,1.1,1.421,12.79
356,60,2,0.8661,665.3,614.3,691.6,681.9,678.4,681.9,1,0,542.5,390.6,1.0,4.2,3.3,5.341,48.07
356,32,2,0.8646,976.8,430.9,990.3,462.9,983.5,462.9,0,0,542.5,390.6,1.0,8.4,1.6,8.551,76.96
356,42,2,0.8645,475.9,378.4,486.4,404.2,481.2,404.2,1,0,542.5,390.6,1.0,1.5,-0.1,1.503,13.53
356,38,2,0.8632,726.9,375.2,741.9,395.3,734.4,395.3,0,0,542.5,390.6,1.0,2.8,0.8,2.912,26.21
